Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3890,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
2654,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
834,50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no
2235,46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no
3258,38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,unknown,no
3770,46,management,single,tertiary,no,334,yes,no,telephone,4,may,36,6,90,2,other,no
3590,41,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
3454,59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
543,48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
431,29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,no
351,35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
199,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
1497,55,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no
685,46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure,no
450,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
4284,54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
66,31,services,married,secondary,no,338,yes,no,cellular,28,jan,155,1,-1,0,unknown,no
2966,36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no
1649,37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown,no
1431,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes
472,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown,no
651,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
2431,42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
1085,33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes
1843,39,services,married,secondary,no,247,yes,no,cellular,17,apr,244,2,-1,0,unknown,no
2320,29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,unknown,no
3125,38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,unknown,no
2152,29,services,single,secondary,no,0,no,no,cellular,17,jul,58,1,-1,0,unknown,no
661,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
2326,32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,unknown,no
2105,34,entrepreneur,married,secondary,no,4659,yes,no,unknown,30,aug,28,1,-1,0,unknown,no
2425,32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,450,3,-1,0,unknown,no
3506,54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,unknown,no
761,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,no
563,50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,35,1,176,1,failure,no
394,33,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332,2,358,2,failure,no
2315,52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,unknown,no
1134,34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
1712,29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,unknown,no
598,60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188,1,261,2,failure,no
18,25,blue-collar,single,primary,no,-221,yes,no,unknown,23,may,250,1,-1,0,unknown,no
1404,50,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no
1794,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown,no
892,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
3276,35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,no
1825,60,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40,1,-1,0,unknown,no
970,58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes
1862,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes
4126,33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure,no
3566,35,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
1207,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown,no
2987,35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown,no
354,29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,4,failure,no
698,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
955,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
204,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
3038,49,services,married,secondary,no,2201,yes,no,unknown,15,may,233,3,-1,0,unknown,no
1620,37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,unknown,no
509,30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
4417,33,unemployed,married,tertiary,no,302,yes,yes,cellular,16,apr,670,1,-1,0,unknown,no
1449,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
1179,37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
1391,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
3107,37,services,married,secondary,no,658,yes,no,telephone,23,jul,175,1,-1,0,unknown,no
1327,33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,failure,no
455,42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147,1,-1,0,unknown,no
2807,60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,149,1,-1,0,unknown,no
3192,37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown,no
4397,35,blue-collar,married,secondary,no,305,yes,no,cellular,18,may,7,7,367,25,failure,no
289,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
4321,58,blue-collar,married,secondary,no,-27,no,yes,telephone,31,jul,77,13,-1,0,unknown,no
1730,51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown,no
4376,42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,no
3910,49,admin.,married,secondary,no,14440,yes,no,cellular,21,nov,60,1,-1,0,unknown,no
2283,45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,unknown,no
366,38,technician,single,secondary,no,0,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
2963,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
3782,50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310,1,-1,0,unknown,no
4005,55,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146,1,272,2,failure,no
3924,44,services,married,secondary,no,1989,yes,yes,cellular,20,apr,106,2,-1,0,unknown,no
1978,54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other,no
3005,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
3530,50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
2217,51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021,1,-1,0,unknown,no
2394,44,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251,3,-1,0,unknown,no
1946,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
3411,57,management,married,tertiary,no,0,no,no,cellular,19,aug,188,4,-1,0,unknown,no
2338,29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,unknown,no
3449,28,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516,1,-1,0,unknown,no
1094,32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,178,1,-1,0,unknown,no
91,34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown,no
4131,34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown,no
1877,40,services,married,secondary,no,4157,yes,no,unknown,15,may,735,1,-1,0,unknown,no
4371,28,services,single,secondary,no,317,yes,no,unknown,16,may,21,3,-1,0,unknown,no
806,53,technician,divorced,unknown,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no
227,33,technician,married,secondary,no,359,yes,no,cellular,20,apr,210,1,242,1,other,no
668,55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no
3222,33,blue-collar,single,secondary,no,5739,yes,yes,cellular,21,nov,374,1,-1,0,unknown,no
3669,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
985,58,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no
2776,37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
1225,51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,no
3121,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
2571,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
1339,40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown,no
2119,31,unemployed,married,tertiary,no,591,no,no,cellular,21,nov,161,2,-1,0,unknown,no
1570,34,management,married,tertiary,no,176,no,no,cellular,18,aug,61,4,-1,0,unknown,no
2601,34,management,married,tertiary,no,0,no,no,cellular,20,aug,263,2,-1,0,unknown,no
1002,39,admin.,single,secondary,no,1242,yes,no,unknown,12,may,303,3,-1,0,unknown,no
3885,41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,391,1,-1,0,unknown,no
3195,33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,no
1912,54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,no
2223,42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141,1,-1,0,unknown,no
2581,30,management,single,tertiary,no,775,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
2967,46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110,1,-1,0,unknown,no
3603,44,blue-collar,married,secondary,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
102,49,technician,married,secondary,no,5996,no,no,telephone,21,nov,345,2,-1,0,unknown,no
121,45,blue-collar,married,primary,no,419,no,no,cellular,18,aug,113,4,-1,0,unknown,no
1738,44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661,1,-1,0,unknown,no
3354,61,management,married,secondary,no,1471,no,no,cellular,12,aug,331,2,-1,0,unknown,no
362,50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
571,50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,no
2781,59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200,3,-1,0,unknown,no
1752,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,no
3340,49,entrepreneur,married,primary,no,199,no,no,unknown,13,may,113,2,-1,0,unknown,no
4003,26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1,0,unknown,no
4028,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
817,37,services,single,secondary,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no
414,53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,no
1178,27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown,no
3892,35,admin.,divorced,tertiary,no,1555,yes,no,unknown,9,may,26,2,-1,0,unknown,no
1913,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
3921,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no
442,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no
4111,40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177,1,-1,0,unknown,no
2041,73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown,no
1583,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,no
4334,37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,unknown,no
1812,49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
877,30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no
3298,27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,other,no
4054,28,technician,single,secondary,no,1532,no,no,cellular,22,may,253,1,107,5,failure,no
2586,35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
1571,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,no
3819,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
824,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no
1093,30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13,15,-1,0,unknown,no
3649,41,management,married,tertiary,no,771,yes,no,cellular,26,aug,106,8,-1,0,unknown,no
996,58,management,married,secondary,no,37,no,no,cellular,18,aug,84,11,-1,0,unknown,no
1088,39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
93,32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,unknown,no
280,59,self-employed,married,tertiary,no,593,no,no,unknown,13,may,64,2,-1,0,unknown,no
1871,34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,344,1,failure,no
1513,30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no
812,51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no
2234,34,technician,married,secondary,no,1,yes,no,cellular,19,nov,108,1,-1,0,unknown,no
1973,59,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,no
4269,45,blue-collar,married,primary,no,185,yes,no,cellular,29,jan,249,3,-1,0,unknown,no
1813,46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,no
3741,51,housemaid,married,primary,no,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,no
946,52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
1227,30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
2330,26,technician,single,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,unknown,no
3160,27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes
264,58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543,1,78,2,failure,no
604,42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
742,46,services,married,secondary,no,0,yes,no,cellular,22,jun,154,1,124,1,other,no
2400,43,self-employed,married,secondary,no,104,no,no,unknown,17,jun,332,1,-1,0,unknown,no
3881,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
815,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown,no
1278,54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
3127,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no
3807,46,admin.,married,primary,no,276,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
4123,47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
4020,42,management,married,secondary,yes,-34,no,no,cellular,5,feb,176,1,-1,0,unknown,no
3460,24,services,married,secondary,yes,110,yes,no,unknown,23,may,27,1,-1,0,unknown,no
226,33,technician,married,secondary,no,-204,no,no,cellular,15,may,297,3,-1,0,unknown,no
4394,43,blue-collar,married,secondary,no,10910,yes,no,cellular,15,may,66,2,-1,0,unknown,no
2680,52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,no
1803,31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55,2,-1,0,unknown,no
216,45,technician,married,secondary,no,1410,no,no,cellular,11,aug,71,2,-1,0,unknown,no
174,42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,unknown,no
3909,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,yes
1264,54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237,3,-1,0,unknown,no
1015,43,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
4487,49,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,feb,128,1,-1,0,unknown,no
2429,26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,no
186,34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no
3183,32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,no
2080,34,services,divorced,secondary,no,44,no,no,unknown,9,jun,118,1,-1,0,unknown,no
716,45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no
3512,33,management,single,tertiary,no,335,no,no,cellular,29,aug,130,4,-1,0,unknown,no
2573,38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,172,1,-1,0,unknown,no
1086,50,self-employed,married,secondary,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no
2790,37,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown,no
2871,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes
1215,23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,no
631,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
548,39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,unknown,no
2477,53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,yes
3200,24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no
2976,28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,66,1,-1,0,unknown,no
1779,32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,no
2879,61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no
2039,43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,no
1517,53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
3889,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
1827,50,management,married,tertiary,no,4374,yes,no,cellular,21,nov,163,2,113,3,failure,no
330,37,admin.,married,secondary,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown,no
4268,39,services,married,secondary,no,0,yes,no,cellular,8,may,503,1,-1,0,unknown,no
1111,37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
945,41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes
258,42,technician,divorced,tertiary,no,7190,yes,no,cellular,29,jul,375,2,-1,0,unknown,no
3110,50,technician,married,secondary,no,841,yes,no,unknown,29,may,54,2,-1,0,unknown,no
1148,27,management,single,tertiary,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,no
4440,45,blue-collar,married,primary,no,13117,no,no,unknown,11,jun,42,2,-1,0,unknown,no
589,43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,-1,0,unknown,no
961,41,blue-collar,married,secondary,no,552,yes,no,cellular,12,may,463,1,-1,0,unknown,no
1468,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
3066,34,blue-collar,married,secondary,no,856,yes,no,cellular,20,apr,470,1,150,5,other,no
889,36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown,no
1542,49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58,1,-1,0,unknown,no
1292,49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no
3762,58,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
1910,54,retired,married,secondary,no,1139,yes,no,cellular,14,may,155,1,177,7,failure,no
290,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,yes
768,55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
471,55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown,no
2743,35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179,6,-1,0,unknown,no
2606,48,technician,married,unknown,no,5543,no,no,unknown,16,jun,143,5,-1,0,unknown,no
1557,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
3659,52,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
1055,36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,no
664,46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown,no
937,33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown,no
2247,35,technician,married,secondary,no,94,yes,yes,unknown,14,may,208,5,-1,0,unknown,no
2224,46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,unknown,no
3627,56,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
2863,31,management,single,tertiary,no,385,yes,no,unknown,21,may,304,1,-1,0,unknown,no
1188,38,blue-collar,married,primary,no,2569,no,no,unknown,9,jun,172,1,-1,0,unknown,no
3230,32,blue-collar,single,secondary,no,2285,yes,no,unknown,14,may,413,2,-1,0,unknown,no
407,39,technician,married,secondary,no,130,no,no,cellular,8,jul,202,2,-1,0,unknown,no
1627,31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown,no
593,31,technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown,no
1436,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
1364,34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
2904,39,management,married,tertiary,no,894,yes,no,cellular,20,apr,491,1,326,1,other,no
1126,77,retired,married,secondary,no,610,no,no,cellular,13,aug,766,3,-1,0,unknown,no
1130,29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
1400,35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,no
898,35,blue-collar,married,primary,no,793,yes,no,cellular,17,apr,106,1,-1,0,unknown,no
2821,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
1724,38,technician,divorced,secondary,no,410,no,no,cellular,11,aug,63,6,-1,0,unknown,no
2710,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no
2876,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,no
115,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
596,47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure,no
4511,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
2814,43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,unknown,no
4096,26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,may,207,1,363,2,failure,no
1245,45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
3692,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
859,51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,74,5,-1,0,unknown,no
2994,41,management,married,tertiary,no,140,yes,no,unknown,5,jun,65,3,-1,0,unknown,no
1840,44,technician,divorced,secondary,no,316,yes,no,cellular,21,jul,163,3,-1,0,unknown,no
4346,44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163,1,-1,0,unknown,no
4274,35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,unknown,no
2661,57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown,no
3210,50,management,married,secondary,no,732,no,no,cellular,7,apr,736,7,-1,0,unknown,no
1175,60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
3733,34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
2735,47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189,4,-1,0,unknown,no
283,42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,88,6,-1,0,unknown,no
2098,57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476,3,-1,0,unknown,no
3661,36,technician,single,secondary,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
1198,53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown,no
922,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,no
3800,32,technician,married,secondary,no,3333,no,no,cellular,8,aug,50,4,-1,0,unknown,no
242,44,management,married,tertiary,no,3762,no,no,cellular,28,aug,125,12,-1,0,unknown,no
2683,33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,unknown,no
4104,40,services,married,secondary,no,1325,no,no,unknown,11,jun,150,2,-1,0,unknown,no
1136,36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
29,53,admin.,married,secondary,no,105,no,yes,cellular,21,aug,74,2,-1,0,unknown,no
1559,31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no
2188,46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,success,no
214,31,management,married,tertiary,yes,-253,no,no,cellular,12,aug,220,4,-1,0,unknown,no
2422,42,blue-collar,married,primary,no,7041,yes,no,cellular,28,jul,386,4,-1,0,unknown,no
2746,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
1464,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes
3023,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no
1274,43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
248,42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144,2,-1,0,unknown,no
2617,41,services,married,secondary,no,171,no,no,cellular,21,jul,71,9,-1,0,unknown,no
